0.00051014,0.00050156,253.19,347.8
0.00049824,0.00059512,252.76,350.74
0.00049912,0.00070183,252.79,354.1
0.00049898,0.00079745,252.78,357.11
0.0004992,0.00090131,252.78,360.37
0.00050576,0.001008,253.01,363.73
0.00050518,0.0011032,252.98,366.72
0.00052045,0.001207,253.52,369.99
0.00060673,5.8913e-06,256.67,332.21
0.00058941,0.0001005,256.04,335.19
0.00059668,0.00019915,256.3,338.29
0.00060135,0.00030355,256.46,341.58
0.00059646,0.00039416,256.28,344.43
0.00059836,0.00049935,256.34,347.74
0.00059955,0.00060271,256.38,350.99
0.00059777,0.00070278,256.31,354.13
0.00059094,0.00079696,256.06,357.1
0.00060012,0.00090114,256.38,360.37
0.00059508,0.001,256.2,363.48
0.0006015,0.0010942,256.42,366.45
0.00058745,0.0011954,255.91,369.63
0.00070072,-2.1686e-06,260.03,331.97
0.00069913,0.00010534,259.96,335.35
0.00070182,0.00020363,260.05,338.44
0.00069734,0.00030662,259.89,341.68
0.00069454,0.0004044,259.78,344.75
0.00069918,0.00050168,259.94,347.81
0.00070114,0.00060016,260.01,350.91
0.00069553,0.00070103,259.8,354.08
0.00069453,0.00080654,259.76,357.4
0.00069779,0.00090134,259.87,360.38
0.00069148,0.0010051,259.64,363.65
0.00069085,0.0010998,259.61,366.63
0.00069057,0.0011895,259.6,369.45
0.0008016,-1.5803e-06,263.63,331.99
0.00080086,0.00010066,263.6,335.21
0.0008003,0.00019667,263.57,338.23
0.00081614,0.00029977,264.13,341.47
0.00080225,0.00039248,263.63,344.38
0.00080318,0.00049663,263.66,347.66
0.00079905,0.000596,263.5,350.79
0.00079189,0.00069886,263.24,354.02
0.00080655,0.0008023,263.76,357.27
0.00080583,0.00090283,263.73,360.44
0.00080226,0.0010052,263.6,363.66
0.00078981,0.001105,263.15,366.8
0.00080343,0.0011978,263.63,369.71
0.00090168,7.6737e-06,267.2,332.29
0.00091066,0.00010047,267.52,335.2
0.00090032,0.00019506,267.14,338.18
0.00089654,0.00029528,267,341.33
0.00089531,0.00039522,266.95,344.47
0.00089848,0.00049357,267.06,347.57
0.00089781,0.00060648,267.03,351.12
0.00090539,0.00069869,267.3,354.02
0.00091131,0.00080506,267.5,357.37
0.00089387,0.00089743,266.87,360.27
0.00089905,0.0010071,267.05,363.72
0.00089894,0.0011017,267.04,366.7
0.00089106,0.0011953,266.76,369.64
0.0010009,3.9893e-06,270.75,332.17
0.00099748,0.00010302,270.62,335.29
0.00099694,0.0001922,270.59,338.09
0.0010059,0.00029302,270.91,341.27
0.0010033,0.00040069,270.81,344.65
0.00099636,0.00049649,270.56,347.66
0.0010043,0.0005974,270.84,350.84
0.00099815,0.00070382,270.61,354.19
0.0009969,0.00080149,270.56,357.26
0.00099992,0.00090526,270.66,360.52
0.00099492,0.0010015,270.48,363.55
0.00099797,0.0011073,270.58,366.88
0.00099742,0.0011982,270.56,369.74
0.0010986,7.0633e-07,274.24,332.08
0.0010994,9.9681e-05,274.26,335.19
0.0011099,0.00020066,274.63,338.37
0.0011039,0.00029454,274.41,341.32
0.0010975,0.00040348,274.18,344.74
0.0011047,0.00049681,274.43,347.68
0.0011041,0.00059494,274.4,350.77
0.0011048,0.00071281,274.42,354.47
0.0011002,0.00079482,274.25,357.05
0.0010933,0.00088852,274,360
0.0011031,0.00099854,274.34,363.46
0.0011018,0.0010956,274.29,366.51
0.001095,0.001209,274.04,370.08
0.0012094,2.541e-06,278.19,332.14
0.0011983,0.00010138,277.79,335.25
0.0012042,0.00019798,278,338.29
0.0011949,0.00029971,277.66,341.49
0.001207,0.00039095,278.09,344.36
0.0011987,0.00049671,277.78,347.68
0.0011973,0.0006055,277.73,351.1
0.0012043,0.000694,277.97,353.89
0.0011988,0.00079611,277.77,357.1
0.0012085,0.00090256,278.11,360.45
0.0012092,0.0010016,278.13,363.56
0.0012006,0.0011039,277.82,366.78
0.0012124,0.0012047,278.23,369.95
